GeneSymbol	OR	p-value	m.value	CustomedDEG	meth.diff
POU2F2	2.0772417467673647	2.1275340863844647e-47	0.948810264281374	None	17.7524309607987
POU2F3	2.2347576025319644	3.985988912876219e-184	0.0106892360522108	None	12.6298718804826
POU3F1	2.1903122721146606	1.9119996889865606e-232	0.133796017590896	None	12.253934724137899
POU3F2	2.1670272395556567	6.303153575627197e-147	-0.910884304048047	None	4.18638281715096
POU3F3	2.245757120150654	9.752751543059467e-171	0.1262640585283	None	13.298553433001098
POU4F1	1.9427066336623948	1.2434689409024657e-74	-0.861276474864368	None	10.4395080235758
POU4F2	2.2443656015037594	2.0335869691845405e-17	0.587859311905207	None	-4.10463593599248
POU4F3	1.885248232664949	1.0536699667282626e-33	-0.114641765115047	None	11.2235915492943
POU5F1	2.239490513719692	5.9926302112203346e-288	-0.358907958873617	None	7.66615651056556
POU5F1B	2.2693763466891603	0.0	-1.88174424774251	None	-6.51938143339652
POU6F1	2.2960529316056477	0.0	-0.856852690399917	None	12.030899189682698
POU6F2	2.271655739556206	4.919443890614313e-215	-0.754200942221894	None	19.0295878830574
PPARD	3.633484849529931	6.496130748579252e-56	-0.974171028274884	None	8.854544456510089
PPARG	6.0260869565217385	0.00042234060466408367	2.33590976914967	NR	13.2287220002366
PRDM1	2.888350604170065	0.0	-0.171695413944146	None	12.2357418407726
PRDM9	8.040322817818211	1.5934212357019522e-280	0.85977751076676	None	5.7356270372438
PROP1	2.0975502789715743	6.391256049008868e-101	-0.434014286153264	None	-10.6554504030845
PROX1	3.0092964722120734	6.090907681464127e-35	-1.22437183991688	None	12.7935345520493
PRRX1	2.248305908230708	0.0	-1.36236128634044	None	-13.8949101671593
PRRX2	2.3030722481123886	6.3821197723e-314	-5.95327865471368	None	10.7384513399382
RARA	3.782403770620581	5.48641748432823e-11	0.0991852145732395	None	21.352643550109104
RARB	3.3617424242424243	5.117569798554136e-18	0.0929144786585177	None	10.514888306571699
RARG	3.5224443606186338	4.893156644673794e-23	-0.233904081290198	None	16.7451015883051
RAX	2.2529174318213503	0.0	-1.11307186779924	None	5.681054042681919
RBPJ	3.109547480976877	0.0	0.689247597372251	None	11.415520786830196
REL	3.46184885334232	7.715085493218671e-227	0.749832727328441	None	6.71551272540616
RELA	3.805338390027039	1.3445321983248502e-99	0.297166911245778	None	3.1107302013746603
RELB	3.496484000578373	1.6176417541198774e-181	0.49542339237942	None	6.2564636165715095
REST	4.578947368421051	0.01543950087421462	0.339297779235311	None	5.6208213944512
RFX1	1.9700286034075365	0.0021670913020369435	0.115122978829888	None	16.6087820324583
RFX2	2.4273748426454924	2.988815621368568e-10	-0.3601388831342	None	10.520865625696
RFX3	1.863905325443787	0.03734281959054772	0.311503843836492	None	14.3510757504741
RFX4	2.272727272727273	0.027291343824511056	-0.362461985901732	None	15.660743463245304
RFX5	1.9468579511012325	0.0013790139119709446	0.125871274595575	None	9.32498363148658
RFX7	3.3606899482132784	0.0	0.493796890377554	None	13.101529274827799
RORA	2.5887417121941967	3.371444676036193e-151	-1.17032290214103	None	13.579696429012401
RORB	2.6754143957106886	2.742292886494445e-243	-2.44476565773933	None	-13.377488393527
RORC	2.6848973569065184	2.736956037133946e-301	-0.91318029224337	None	12.4295059766997
RREB1	7.199964601769913	1.0106157977046198e-94	0.0492982071424226	None	18.7176176965909
RUNX2	3.2899063473735413	2.708999826357303e-224	0.708775359904843	None	23.2040229885057
RUNX3	2.6072442547260213	5.375018792378666e-193	0.0989320186164946	None	13.7872858616818
RXRB	3.491648189209165	2.1038006328165443e-40	-0.451733411606845	None	8.12363834422377
RXRG	3.5464740485487374	2.58966236401035e-55	-0.511083675214965	None	-9.353465123416589
SCRT1	2.898650506588828	2.682384552230265e-50	-0.0199745398805269	None	-5.479222034626
SCRT2	2.7152862362971986	1.610527207158023e-43	-0.763745095276442	None	13.7169870832636
SIX1	2.6680592691622103	5.927696508531106e-98	-1.06052438262359	None	7.395445314186139
SIX2	2.46358390786138	7.212197321899979e-20	-0.332578398863562	None	14.834795909107001
SMAD3	2.6275894756907414	3.024103388195116e-24	0.377935781976182	None	25.2175656849705
SMAD5	3.1514418813729264	2.762113496160773e-60	0.172589299552861	None	13.0082076732198
SNAI1	3.3919326186707717	0.0	1.25483371934033	None	10.6458968580052
SNAI2	3.608905918056327	3.55166620906352e-157	-1.37397624897286	None	7.167580975195639
SNAI3	3.5392070193956986	1.3645865433314146e-259	-0.684478280231565	None	9.743481599110961
SOHLH2	5.543803442655891	1.6357797368093163e-89	0.578621809218198	None	7.89614292927884
SOX10	2.6316229615186426	0.0	-1.80233183552205	None	3.96342721011151
SOX12	2.6226008350719088	9.392361516572397e-45	-0.668987448243767	None	10.7486892935472
SOX13	2.2483852963610214	1.3209537555862852e-227	-0.787863870315866	None	5.62275197435264
SOX14	2.4096440457903587	8.536601948679446e-63	2.02438149120541	None	3.47752672451848
SOX15	2.423437490621748	0.0	2.03079788184796	NR	7.15759510547022
SOX18	2.4288056380581846	0.0	1.29463040487327	None	30.442740941704894
SOX2	2.238913132697632	6.735153476578235e-285	-0.0992995586929193	None	7.6651708858323
SOX21	2.111945035659609	3.252223655293065e-09	-1.17804260861944	None	13.015704675671198
SOX4	2.565659369727377	0.0	-1.43855397552552	CR	12.1440051419789
SOX8	2.3308526004320727	3.646e-321	-1.12936972215294	None	6.14381061843404
SOX9	2.3001855119090857	2.334745891345185e-238	-2.41778018814032	CR	-5.10187435599339
SP1	13.97185084419127	0.0	0.233230386670702	None	14.1997812613926
SP2	14.022223298347509	0.0	-0.245619310186211	None	8.28340553660793
SP3	11.17071399171973	0.0	0.322467087353417	None	10.7305614265521
SP4	9.506716957774612	0.0	-0.20429946511616	None	4.47012138188607
SP8	9.720208844834623	0.0	-1.16683166478001	None	15.558191018320198
SP9	12.923431106908405	0.0	3.02438149120541	None	7.595115886904732
SPDEF	3.9074182903123726	2.2573343501922035e-98	-0.834440922609222	None	17.1118455604588
SPIB	3.603942322185192	7.550697637281664e-85	0.179689740110327	None	15.630460992781696
SREBF1	3.5281658813418035	3.472441699618659e-258	0.543061949532362	None	13.520559363010399
SREBF2	3.3128833289745665	1.229122493841721e-161	0.186523378468527	None	14.033219402213199
SRF	1.9294088301322023	0.004349184530750812	-0.173716075272861	None	6.31021234950331
STAT1	2.5577255282171567	2.537821634538252e-222	0.514497604001228	None	7.41090317089647
STAT3	2.620180732632727	0.0	-0.106772422899548	None	13.717706464262399
TBR1	2.7142883287591784	8.027121551702068e-165	0.384913688325808	None	10.3270282320142
TBX1	3.244862896039338	1.208676174507573e-225	-0.145092273029539	None	19.848146386118604
TBX15	3.8019494870607184	2.1711064155960782e-276	-0.328078715718564	None	11.6411237518415
TBX18	3.513467147023503	7.125850489440219e-138	1.07011508540734	None	20.562883849628697
TBX19	2.131547415268744	0.0002019411366482956	-0.228606043530701	None	6.17462852024671
TBX2	2.891589113090041	9.265871379700798e-226	-0.789565337673031	None	13.5974828709713
TBX20	2.8205329900839056	2.863214549715936e-109	-1.39271160325337	None	8.22580759951319
TBX21	3.0534709193245777	1.1459934154605479e-92	-1.6171992491335	CR	8.53582123482473
TBX3	3.3055157630336924	8.567232505761598e-149	0.902721894136413	None	9.36005790581034
TBX4	3.4011652189313946	0.0	-1.96935104925173	None	16.349709196834
TBX5	3.614016773572738	0.0	-2.65361924866077	None	14.607965688091399
TBXT	2.8670537010159647	7.359107924700385e-09	0.316570512846665	None	11.101334164697402
TCF12	5.015239791599483	0.0	0.257752415202935	None	13.4039092613701
TCF21	2.612711430035879	5.440385980459532e-129	-1.88912245742465	None	11.117132007010401
TCF3	5.184336597335744	0.0	-0.7628759646645	None	-11.935750812472
TCF4	5.4407943705841255	2.4976279219615605e-275	0.134794611145423	None	17.934513474027
TCF7	2.4641993806128686	0.0	-1.36926345183393	None	13.0469142797192
TCF7L1	2.3907189862467413	2.579035335109281e-38	0.674078423356132	None	13.713838242849699
TCF7L2	2.438238590359342	4.031962614632027e-300	0.657009540484825	None	13.8484488484488
TCFL5	7.1007054974483355	0.0	0.314193881617983	None	7.311103719718361
TEAD1	2.8648739687985816	6.655820132051133e-125	-0.263530291157382	None	13.607443731924803
TEAD2	2.79460469167211	8.355366333600868e-116	-2.00026376126517	CR	10.348252485657099
TEAD3	2.5949766318254186	0.0	-2.16963870456148	CR	-14.3287749449467
TEAD4	2.7310193535677656	4.7190702885849244e-198	0.836210860601838	None	16.2967474700025
TEF	2.153609852284379	1.3199283998119511e-110	-0.499306427172066	None	8.09086316630553
TFAP2A	10.636641070402149	0.0	-1.73761056231956	None	13.225889448456199
TFAP2B	9.808694673008144	0.0	-1.12760915860619	None	17.2211517731475
TFAP2C	11.554400063206911	0.0	0.554622141976879	None	6.41540520365783
TFAP2E	10.964733149322601	0.0	0.0282875856081191	None	11.101067981768804
TFAP4	2.636269040227261	0.0	-0.0470479808214677	None	3.12209778748975
TFDP1	14.037832988490884	6.69854e-319	-0.702671855581011	None	-12.163243852986
TFEB	3.446287096134164	1.5132194810663021e-210	0.27716151786964	None	9.24325101553416
TFEC	3.7948356923890496	3.8268038330992103e-88	0.680283195924952	None	-7.2027338800058605
TGIF1	3.3488651856604377	8.958416438291968e-16	-0.839245653877292	None	10.112905083929
TGIF2	3.1513963580949014	2.092300162370945e-25	-0.433917805768623	None	19.7148426317116
THRB	3.8089689764072077	8.201572222242253e-199	-2.53395354467871	None	-22.657747770275893
TLX2	2.3407966670898466	0.0	1.09890461571522	None	17.678422835349
TP53	1.990399479293792	0.0005551464303604709	0.00534141674796551	None	10.1701124955026
TP63	2.611432538764175	0.00013448821148910871	-1.8117951188545	CR	19.1449647062243
TP73	2.287735262673728	9.364977798269133e-12	0.570124962789841	None	12.8037389002373
TWIST1	2.6716442402362985	1.5559678586184403e-172	-3.20958859959601	None	9.98629561334924
UNCX	2.286681678807469	0.0	-3.60658568987989	None	-7.75705958872033
USF1	2.8970393591083248	2.824425992177477e-60	-0.0406757764382988	None	-1.15910591994002
USF2	3.9758454106280174	2.1714758624833024e-33	-0.319131503164346	None	10.652625966409
VAX1	2.263312220698756	0.0	-0.333169529355047	None	12.738915679069299
VAX2	2.335676024763788	0.0	-1.38006112863519	None	23.800738002812
VENTX	2.334447536448234	0.0	1.33328038236286	None	11.0617118823289
VEZF1	10.504900026939305	0.0	0.0236368038070687	None	16.362256644660803
VSX1	2.229368198212304	0.0	-2.27040323381038	None	-5.41834464585997
VSX2	2.208863219290748	2.959590517841693e-295	-0.501838573600538	None	8.79728591180159
XBP1	4.9119804400978	1.2107652992103802e-28	0.388540055313245	None	-12.826135682129
ZBTB14	50.85643212508885	0.0	-0.31450701400451	None	8.985859748230279
ZBTB18	2.703568295823421	9.896964829455938e-112	0.0970616170259433	None	5.663124446527848
ZBTB32	2.3217293655249858	4.984966981728268e-108	-0.619407309899769	None	9.378381484070507
ZBTB6	4.462377317339151	3.5170368356139933e-156	-0.160842545179234	None	-2.37435631830588
ZBTB7A	6.802104467517999	6.895725201751899e-180	0.210423897870719	None	13.767490310179904
ZBTB7B	6.238651230182732	3.0367803141431753e-114	-0.0937404548495699	None	-10.2278785148099
ZBTB7C	5.857497683039853	6.999269690069778e-215	-1.03575877157124	None	15.447681962350499
ZEB1	3.910347465088954	0.0	0.428644536380757	None	10.3628723207442
ZFP57	6.928560524879956	1.0608844974882126e-231	1.25994618221637	None	-15.0909461991412
ZIC1	9.025391939982688	1.6958061803378696e-100	-1.13528855032883	None	13.4025419617736
ZIC4	9.626221252308213	1.9920035354437352e-181	-1.22496122288866	None	10.2261270426746
ZIC5	10.355929495713298	9.809953307480103e-93	0.558198372276151	None	9.26199623625898
ZIM3	2.685645932361995	2.781916971989465e-112	0.646249360479372	None	-8.26353565435848
ZKSCAN1	2.7877503303852795	1.2711325601422876e-90	-0.061452543802762	None	13.603087449646699
ZKSCAN5	3.892935305862846	7.721813721166591e-156	-0.381627602959192	None	-6.1720097990142095
ZNF135	4.69419324131366	7.983711586800531e-60	-0.750840633259797	None	10.773069902228801
ZNF136	2.238777908343126	2.258564735027625e-12	0.176867317059942	None	5.97136213728142
ZNF143	2.9923757658270933	3.0311424797609604e-18	0.224465946134533	None	7.53140284352646
ZNF148	15.334961304788079	0.0	0.512860061838293	None	21.439787206658398
ZNF16	2.4615384615384617	0.17644818002527973	-0.201566767881142	None	8.733167617446693
ZNF189	3.028297731323868	1.439505379071204e-95	-0.139013118364529	None	12.604658057672602
ZNF257	5.026224227572828	0.0	-1.25200592664159	None	9.452155000912018
ZNF263	6.396446835736027	0.0	-0.321924310991282	None	9.52906122191226
ZNF274	2.5562181959867525	4.854003079272886e-80	-0.764290239026749	None	7.61373832360736
ZNF281	14.688374850417734	0.0	0.491240291341116	None	19.0287538441882
ZNF282	4.049141221374046	1.7477001273607702e-13	-0.0200882005693916	None	18.2307701409184
ZNF317	2.8690113380151634	2.92484350638114e-108	-0.100790324375714	None	4.7606265239191
ZNF331	4.06111767796165	9.052292030396195e-52	-0.890499843044561	None	-6.290332627361718
ZNF341	3.1691986871035565	6.448165799274337e-126	0.0611210906227297	None	9.05909002556953
ZNF343	4.4024455077086655	7.916795933988098e-19	-0.410271952739834	None	10.4369583221365
ZNF354C	3.3434696472152994	0.0	-0.621410337068988	None	-9.37185340088379
ZNF384	2.57266427988515	0.0	-0.0561742633642091	None	16.377155803992697
ZNF410	2.9104748097136643	5.0475329991276634e-06	0.086788302951029	None	2.75280404884602
ZNF417	9.590362223010676	7.085414019138142e-105	-0.285106422467303	None	6.994491717185731
ZNF454	16.050409250357283	6.591286737628016e-136	1.21889048317655	None	2.9574861571607
ZNF460	9.883197951262458	4.5711746594416374e-70	0.392979737230577	None	-4.6400379978744
ZNF528	2.4489164086687305	0.007986291419996107	-0.781990795062619	None	11.9250041054499
ZNF549	5.7557723404819345	3.748568616313534e-240	-0.326140659735671	None	6.871518231242829
ZNF610	43.04017857142857	9.731629798050582e-228	-0.0732063521176842	None	15.2288293897872
ZNF652	2.5459279553526133	1.5079360592579242e-75	0.297353034448625	None	19.1294206708883
ZNF675	2.2593618732683884	1.128700554840196e-06	0.0271878530165015	None	4.31491033182513
ZNF680	2.6815160980380686	3.7533433503522223e-65	0.262820757716565	None	7.559281056661232
ZNF682	10.936531365313654	1.90779646832963e-58	-0.251941845879846	None	-4.11669708293502
ZNF684	4.345120226308345	7.649051180924685e-08	0.153177971833889	None	29.013377906234798
ZNF707	6.6454545454545455	5.3532458770145527e-14	-0.266787959363276	None	5.72578345311815
ZNF708	4.864288548003174	2.039136976108089e-60	-0.0832780650391012	None	9.185677389976929
ZNF740	19.39901363504497	0.0	-0.309895892274087	None	8.362917813894809
ZNF76	3.398496240601504	7.955243725549573e-09	-0.421219640248109	None	9.50455173706389
ZNF768	5.001933777478353	3.53421401966941e-122	-0.405246162165266	None	-5.29718456708305
ZNF784	3.5001135883323515	1.1147240053464385e-101	-0.586263781200778	None	-8.121588556371162
ZNF8	1.367606915377616	0.26110044947259003	-0.921749512185499	None	2.67643052689781
ZNF816	6.709803921568628	6.127411974701532e-19	0.787554294681721	None	1.99296259910186
ZNF85	2.42418374398276	4.292575580900936e-23	0.43661463393232	None	-7.17525586876879
ZNF93	28.35	2.067530540627694e-102	-0.397447193701897	None	4.93416380903123
ZSCAN29	2.8785071532241338	6.561156582761751e-41	-0.0696239223895674	None	6.80033416876883
ZSCAN31	3.175	0.00018114703575057448	-0.656651657447829	None	8.64650387530933
